Model,Features,Tolerance,Mean,Std
SVM (rbf),Hours_Studied,2,0.5648910411622277,0.012323789930122349
SVM (rbf),Hours_Studied,3,0.7420641646489103,0.011691562037109181
SVM (rbf),Hours_Studied,4,0.8668401937046005,0.009701259450387153
SVM (rbf),Hours_Studied,5,0.9373244552058111,0.007214030811924355
SVM (rbf),"Hours_Studied, Attendance",0,0.2155145278450363,0.008797490897070081
SVM (rbf),"Hours_Studied, Attendance",1,0.5892433414043584,0.01165044938813752
SVM (rbf),"Hours_Studied, Attendance",2,0.8319733656174334,0.008209782005321202
SVM (rbf),"Hours_Studied, Attendance",3,0.9451271186440678,0.004653482985711555
SVM (rbf),"Hours_Studied, Attendance",4,0.9816464891041163,0.0025419361000581305
SVM (rbf),"Hours_Studied, Attendance",5,0.99068401937046,0.001672526202795885
SVM (rbf),"Hours_Studied, Attendance, Gender",0,0.2096912832929782,0.009274137036890224
SVM (rbf),"Hours_Studied, Attendance, Gender",1,0.5779842615012106,0.009978135280600762
SVM (rbf),"Hours_Studied, Attendance, Gender",2,0.824322033898305,0.008575120950608943
SVM (rbf),"Hours_Studied, Attendance, Gender",3,0.9395399515738498,0.0049148982029136945
SVM (rbf),"Hours_Studied, Attendance, Gender",4,0.9794854721549636,0.0027744832200969054
SVM (rbf),"Hours_Studied, Attendance, Gender",5,0.9899636803874092,0.0018892609753572798
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement",0,0.2210774818401937,0.009175227846884033
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement",1,0.618317191283293,0.011328687384988496
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement",2,0.8570217917675546,0.007214328379607231
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement",3,0.9559019370460048,0.0044042207753913366
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement",4,0.9844249394673124,0.0022449913558062707
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement",5,0.991682808716707,0.0015429749711163652
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Gender",0,0.21927360774818402,0.010512110473203108
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Gender",1,0.6056476997578693,0.010637876727555737
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Gender",2,0.8478753026634382,0.007484609866277984
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Gender",3,0.9511077481840193,0.004644311340232725
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Gender",4,0.983359564164649,0.00247945293321314
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Gender",5,0.9911016949152542,0.0017023671910915633
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",0,0.25099273607748185,0.009592890210563981
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",1,0.6610835351089588,0.011059036373004554
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",2,0.8911985472154964,0.006651988797973953
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",3,0.9697699757869249,0.003615435127080543
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",4,0.9876937046004842,0.0018870557202889993
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",5,0.9920520581113802,0.001638453771216043
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.24832324455205812,0.00895610032813103
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.652185230024213,0.010880959484082324
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.8849334140435835,0.007064030754049777
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.9683837772397095,0.0035939086059813812
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.9875726392251817,0.0017388393747686237
SVM (rbf),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.9921186440677965,0.0015628999117423055
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores",0,0.22502421307506054,0.008983649413705067
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores",1,0.6183595641646489,0.010737612542040613
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores",2,0.8588861985472156,0.007191863418249919
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores",3,0.9572820823244552,0.004207269220265136
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores",4,0.984225181598063,0.0023979910438653267
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores",5,0.9917615012106538,0.0017053974471674684
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores, Gender",0,0.2266222760290557,0.008691814692375113
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores, Gender",1,0.6067191283292979,0.010727282186328289
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores, Gender",2,0.8516283292978208,0.007958760924254408
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores, Gender",3,0.9552966101694915,0.0045350574055236965
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores, Gender",4,0.9831598062953995,0.0025177964428514795
SVM (rbf),"Hours_Studied, Attendance, Previous_Scores, Gender",5,0.9917130750605326,0.0016362837226382868
SVM (rbf),"Hours_Studied, Gender",0,0.12378329297820823,0.007812128657179754
SVM (rbf),"Hours_Studied, Gender",1,0.3501997578692494,0.01167177855797596
SVM (rbf),"Hours_Studied, Gender",2,0.5626392251815981,0.012655831887292216
SVM (rbf),"Hours_Studied, Gender",3,0.7336803874092009,0.010526465979951268
SVM (rbf),"Hours_Studied, Gender",4,0.857820823244552,0.008714141987870678
SVM (rbf),"Hours_Studied, Gender",5,0.9298547215496368,0.006884756805202791
SVM (rbf),"Hours_Studied, Parental_Involvement",0,0.11953995157384988,0.007097163796770778
SVM (rbf),"Hours_Studied, Parental_Involvement",1,0.35280871670702174,0.012027316806529501
SVM (rbf),"Hours_Studied, Parental_Involvement",2,0.5624515738498789,0.012253629567355803
SVM (rbf),"Hours_Studied, Parental_Involvement",3,0.7335351089588378,0.010716753649269207
SVM (rbf),"Hours_Studied, Parental_Involvement",4,0.8583958837772397,0.008404519063618587
SVM (rbf),"Hours_Studied, Parental_Involvement",5,0.9317130750605327,0.007060676660057992
SVM (rbf),"Hours_Studied, Parental_Involvement, Gender",0,0.12131961259079903,0.007253306253923188
SVM (rbf),"Hours_Studied, Parental_Involvement, Gender",1,0.3494188861985472,0.011668817976033391
SVM (rbf),"Hours_Studied, Parental_Involvement, Gender",2,0.5592917675544794,0.011987755578022787
SVM (rbf),"Hours_Studied, Parental_Involvement, Gender",3,0.7255084745762711,0.011079608315766558
SVM (rbf),"Hours_Studied, Parental_Involvement, Gender",4,0.8523002421307505,0.008844713299307179
SVM (rbf),"Hours_Studied, Parental_Involvement, Gender",5,0.9274152542372882,0.006943541954716687
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores",0,0.11874697336561743,0.006902890233350374
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores",1,0.35116828087167073,0.011225708540991747
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores",2,0.561997578692494,0.011876648008030616
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores",3,0.7354842615012106,0.01070707207861649
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores",4,0.8606658595641646,0.00930612284611383
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores",5,0.9352421307506052,0.006978573237649473
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",0,0.1188135593220339,0.006253020389746723
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",1,0.34908595641646495,0.010790647569686625
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",2,0.5608716707021791,0.011623116730422434
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",3,0.7312893462469734,0.009481344691595464
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",4,0.8559806295399516,0.007883431459823929
SVM (rbf),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",5,0.9289406779661017,0.006550660238205566
SVM (rbf),"Hours_Studied, Previous_Scores",0,0.1264588377723971,0.007090701994652378
SVM (rbf),"Hours_Studied, Previous_Scores",1,0.3500665859564165,0.011196339199001197
SVM (rbf),"Hours_Studied, Previous_Scores",2,0.5655387409200968,0.010922298293552894
SVM (rbf),"Hours_Studied, Previous_Scores",3,0.7413075060532688,0.009326836842566407
SVM (rbf),"Hours_Studied, Previous_Scores",4,0.8658232445520581,0.008736174972966112
SVM (rbf),"Hours_Studied, Previous_Scores",5,0.9386259079903148,0.006463062298250866
SVM (rbf),"Hours_Studied, Previous_Scores, Gender",0,0.12044188861985472,0.007792660530603401
SVM (rbf),"Hours_Studied, Previous_Scores, Gender",1,0.34996973365617434,0.01138050140490572
SVM (rbf),"Hours_Studied, Previous_Scores, Gender",2,0.5631658595641647,0.011979107461105754
SVM (rbf),"Hours_Studied, Previous_Scores, Gender",3,0.7360169491525425,0.01049003937080488
SVM (rbf),"Hours_Studied, Previous_Scores, Gender",4,0.8586622276029056,0.008124727330931484
SVM (rbf),"Hours_Studied, Previous_Scores, Gender",5,0.9301694915254237,0.005778307690519572
SVM (rbf),Parental_Involvement,0,0.11275423728813559,0.005600272481515283
SVM (rbf),Parental_Involvement,1,0.32732445520581116,0.010433476141086615
SVM (rbf),Parental_Involvement,2,0.5259685230024214,0.01198872038266739
SVM (rbf),Parental_Involvement,3,0.6849515738498789,0.010540696595682894
SVM (rbf),Parental_Involvement,4,0.807142857142857,0.008725483579677024
SVM (rbf),Parental_Involvement,5,0.8888377723970945,0.007914282534027109
SVM (rbf),"Parental_Involvement, Gender",0,0.11385593220338983,0.006589643252188757
SVM (rbf),"Parental_Involvement, Gender",1,0.32870460048426153,0.01112746216685176
SVM (rbf),"Parental_Involvement, Gender",2,0.5246428571428572,0.011859531405431929
SVM (rbf),"Parental_Involvement, Gender",3,0.6831658595641646,0.011218927673546417
SVM (rbf),"Parental_Involvement, Gender",4,0.807542372881356,0.009233229854349692
SVM (rbf),"Parental_Involvement, Gender",5,0.8907082324455206,0.008717579555795298
SVM (rbf),"Parental_Involvement, Previous_Scores",0,0.11098668280871671,0.0073853863219155175
SVM (rbf),"Parental_Involvement, Previous_Scores",1,0.3324152542372882,0.009958575365038018
SVM (rbf),"Parental_Involvement, Previous_Scores",2,0.5311077481840194,0.011328515859873958
SVM (rbf),"Parental_Involvement, Previous_Scores",3,0.694866828087167,0.010688631465672848
SVM (rbf),"Parental_Involvement, Previous_Scores",4,0.816906779661017,0.00988549128067055
SVM (rbf),"Parental_Involvement, Previous_Scores",5,0.898819612590799,0.008077156211817827
SVM (rbf),"Parental_Involvement, Previous_Scores, Gender",0,0.11173728813559322,0.006234653116789363
SVM (rbf),"Parental_Involvement, Previous_Scores, Gender",1,0.33167675544794184,0.010091809289519171
SVM (rbf),"Parental_Involvement, Previous_Scores, Gender",2,0.5284261501210653,0.01157352598960251
SVM (rbf),"Parental_Involvement, Previous_Scores, Gender",3,0.6929358353510896,0.010550325614836705
SVM (rbf),"Parental_Involvement, Previous_Scores, Gender",4,0.8158414043583535,0.00903182049646789
SVM (rbf),"Parental_Involvement, Previous_Scores, Gender",5,0.8969794188861985,0.008172963538561239
SVM (rbf),Previous_Scores,0,0.11289346246973367,0.006718359852380064
SVM (rbf),Previous_Scores,1,0.32397699757869247,0.01107990061160776
SVM (rbf),Previous_Scores,2,0.5228026634382567,0.013120932990092265
SVM (rbf),Previous_Scores,3,0.6859019370460048,0.012782825011196432
SVM (rbf),Previous_Scores,4,0.805635593220339,0.010792842562062024
SVM (rbf),Previous_Scores,5,0.890859564164649,0.00894768442023341
SVM (rbf),"Previous_Scores, Gender",0,0.11183414043583535,0.007182127564784052
SVM (rbf),"Previous_Scores, Gender",1,0.3248607748184019,0.010217846026545355
SVM (rbf),"Previous_Scores, Gender",2,0.5249334140435835,0.011403348262292006
SVM (rbf),"Previous_Scores, Gender",3,0.6864467312348669,0.01017444554087841
SVM (rbf),"Previous_Scores, Gender",4,0.8087106537530266,0.008173778648159212
SVM (rbf),"Previous_Scores, Gender",5,0.8904842615012106,0.007294268145954148
